"object_type","schema_name","object_name","column_name","data_type","is_nullable","related_object_name","description"
"COLUMN","realtime","subscription","entity","regclass","NO","null","null"
"COLUMN","realtime","subscription","filters","ARRAY","NO","null","null"
"COLUMN","realtime","subscription","id","bigint","NO","null","null"
"COLUMN","realtime","subscription","subscription_id","uuid","NO","null","null"
"COLUMN","storage","buckets","allowed_mime_types","ARRAY","YES","null","null"
"COLUMN","storage","buckets","avif_autodetection","boolean","YES","null","null"
"COLUMN","storage","buckets","created_at","timestamp with time zone","YES","null","null"
"COLUMN","storage","buckets","file_size_limit","bigint","YES","null","null"
"COLUMN","storage","buckets","id","text","NO","null","null"
"COLUMN","storage","buckets","name","text","NO","null","null"
"COLUMN","storage","buckets","owner","uuid","YES","null","Field is deprecated, use owner_id instead"
"COLUMN","storage","buckets","owner_id","text","YES","null","null"
"COLUMN","storage","buckets","public","boolean","YES","null","null"
"COLUMN","storage","buckets","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","storage","migrations","executed_at","timestamp without time zone","YES","null","null"
"COLUMN","storage","migrations","hash","character varying","NO","null","null"
"COLUMN","storage","migrations","id","integer","NO","null","null"
"COLUMN","storage","migrations","name","character varying","NO","null","null"
"COLUMN","storage","objects","bucket_id","text","YES","null","null"
"COLUMN","storage","objects","created_at","timestamp with time zone","YES","null","null"
"COLUMN","storage","objects","id","uuid","NO","null","null"
"COLUMN","storage","objects","last_accessed_at","timestamp with time zone","YES","null","null"
"COLUMN","storage","objects","metadata","jsonb","YES","null","null"
"COLUMN","storage","objects","name","text","YES","null","null"
"COLUMN","storage","objects","owner","uuid","YES","null","Field is deprecated, use owner_id instead"
"COLUMN","storage","objects","owner_id","text","YES","null","null"
"COLUMN","storage","objects","path_tokens","ARRAY","YES","null","null"
"COLUMN","storage","objects","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","storage","objects","user_metadata","jsonb","YES","null","null"
"COLUMN","storage","objects","version","text","YES","null","null"
"COLUMN","storage","s3_multipart_uploads","bucket_id","text","NO","null","null"
"COLUMN","storage","s3_multipart_uploads","created_at","timestamp with time zone","NO","null","null"
"COLUMN","storage","s3_multipart_uploads","id","text","NO","null","null"
"COLUMN","storage","s3_multipart_uploads","in_progress_size","bigint","NO","null","null"
"COLUMN","storage","s3_multipart_uploads","key","text","NO","null","null"
"COLUMN","storage","s3_multipart_uploads","owner_id","text","YES","null","null"
"COLUMN","storage","s3_multipart_uploads","upload_signature","text","NO","null","null"
"COLUMN","storage","s3_multipart_uploads","user_metadata","jsonb","YES","null","null"
"COLUMN","storage","s3_multipart_uploads","version","text","NO","null","null"
"COLUMN","storage","s3_multipart_uploads_parts","bucket_id","text","NO","null","null"
"COLUMN","storage","s3_multipart_uploads_parts","created_at","timestamp with time zone","NO","null","null"
"COLUMN","storage","s3_multipart_uploads_parts","etag","text","NO","null","null"
"COLUMN","storage","s3_multipart_uploads_parts","id","uuid","NO","null","null"
"COLUMN","storage","s3_multipart_uploads_parts","key","text","NO","null","null"
"COLUMN","storage","s3_multipart_uploads_parts","owner_id","text","YES","null","null"
"COLUMN","storage","s3_multipart_uploads_parts","part_number","integer","NO","null","null"
"COLUMN","storage","s3_multipart_uploads_parts","size","bigint","NO","null","null"
"COLUMN","storage","s3_multipart_uploads_parts","upload_id","text","NO","null","null"
"COLUMN","storage","s3_multipart_uploads_parts","version","text","NO","null","null"
"COLUMN","vault","decrypted_secrets","created_at","timestamp with time zone","YES","null","null"
"COLUMN","vault","decrypted_secrets","decrypted_secret","text","YES","null","null"
"COLUMN","vault","decrypted_secrets","description","text","YES","null","null"
"COLUMN","vault","decrypted_secrets","id","uuid","YES","null","null"
"COLUMN","vault","decrypted_secrets","key_id","uuid","YES","null","null"
"COLUMN","vault","decrypted_secrets","name","text","YES","null","null"
"COLUMN","vault","decrypted_secrets","nonce","bytea","YES","null","null"
"COLUMN","vault","decrypted_secrets","secret","text","YES","null","null"
"COLUMN","vault","decrypted_secrets","updated_at","timestamp with time zone","YES","null","null"
"COLUMN","vault","secrets","created_at","timestamp with time zone","NO","null","null"
"COLUMN","vault","secrets","description","text","NO","null","null"
"COLUMN","vault","secrets","id","uuid","NO","null","null"
"COLUMN","vault","secrets","key_id","uuid","YES","null","null"
"COLUMN","vault","secrets","name","text","YES","null","null"
"COLUMN","vault","secrets","nonce","bytea","YES","null","null"
"COLUMN","vault","secrets","secret","text","NO","null","null"
"COLUMN","vault","secrets","updated_at","timestamp with time zone","NO","null","null"
"FOREIGN_KEY","auth","identities","user_id","null","null","users.id","identities_user_id_fkey"
"FOREIGN_KEY","auth","mfa_amr_claims","session_id","null","null","sessions.id","mfa_amr_claims_session_id_fkey"
"FOREIGN_KEY","auth","mfa_challenges","factor_id","null","null","mfa_factors.id","mfa_challenges_auth_factor_id_fkey"
"FOREIGN_KEY","auth","mfa_factors","user_id","null","null","users.id","mfa_factors_user_id_fkey"
